date,sector,employment_thousands,total_nonfarm_thousands,mom_change_thousands,yoy_change_thousands,mom_contribution_pct,yoy_contribution_pct,share_pct
2015-01-01,Mining and logging,888.000000,140568.000000,,,,,0.631723
2015-01-01,Construction,6320.000000,140568.000000,,,,,4.496045
2015-01-01,Manufacturing,12265.000000,140568.000000,,,,,8.725314
2015-01-01,Wholesale trade,5770.900000,140568.000000,,,,,4.105415
2015-01-01,Retail trade,15462.000000,140568.000000,,,,,10.999659
2015-01-01,Transportation and warehousing,4769.800000,140568.000000,,,,,3.393233
2015-01-01,Utilities,554.500000,140568.000000,,,,,0.394471
2015-01-01,Information,2740.000000,140568.000000,,,,,1.949235
2015-01-01,Financial activities,8059.000000,140568.000000,,,,,5.733168
2015-01-01,Professional and business services,19519.000000,140568.000000,,,,,13.885806
2015-01-01,Education and health services,21746.000000,140568.000000,,,,,15.470093
2015-01-01,Leisure and hospitality,14915.000000,140568.000000,,,,,10.610523
2015-01-01,Other services,5599.000000,140568.000000,,,,,3.983126
2015-01-01,Government,21960.000000,140568.000000,,,,,15.622332
2015-01-01,Residual / Other,-0.200000,140568.000000,,,,,-0.000142
2015-02-01,Mining and logging,875.000000,140827.000000,-13.000000,,-5.019305,,0.621330
2015-02-01,Construction,6361.000000,140827.000000,41.000000,,15.830116,,4.516890
2015-02-01,Manufacturing,12275.000000,140827.000000,10.000000,,3.861004,,8.716368
2015-02-01,Wholesale trade,5780.200000,140827.000000,9.300000,,3.590734,,4.104469
2015-02-01,Retail trade,15478.700000,140827.000000,16.700000,,6.447876,,10.991287
2015-02-01,Transportation and warehousing,4786.000000,140827.000000,16.200000,,6.254826,,3.398496
2015-02-01,Utilities,554.300000,140827.000000,-0.200000,,-0.077220,,0.393603
2015-02-01,Information,2741.000000,140827.000000,1.000000,,0.386100,,1.946360
2015-02-01,Financial activities,8070.000000,140827.000000,11.000000,,4.247104,,5.730435
2015-02-01,Professional and business services,19563.000000,140827.000000,44.000000,,16.988417,,13.891512
2015-02-01,Education and health services,21787.000000,140827.000000,41.000000,,15.830116,,15.470755
2015-02-01,Leisure and hospitality,14972.000000,140827.000000,57.000000,,22.007722,,10.631484
2015-02-01,Other services,5606.000000,140827.000000,7.000000,,2.702703,,3.980771
2015-02-01,Government,21978.000000,140827.000000,18.000000,,6.949807,,15.606382
2015-02-01,Residual / Other,-0.200000,140827.000000,-0.000000,,-0.000000,,-0.000142
2015-03-01,Mining and logging,860.000000,140923.000000,-15.000000,,-15.625000,,0.610262
2015-03-01,Construction,6334.000000,140923.000000,-27.000000,,-28.125000,,4.494653
2015-03-01,Manufacturing,12286.000000,140923.000000,11.000000,,11.458333,,8.718236
2015-03-01,Wholesale trade,5783.000000,140923.000000,2.800000,,2.916667,,4.103659
2015-03-01,Retail trade,15509.600000,140923.000000,30.900000,,32.187500,,11.005727
2015-03-01,Transportation and warehousing,4799.000000,140923.000000,13.000000,,13.541667,,3.405406
2015-03-01,Utilities,554.700000,140923.000000,0.400000,,0.416667,,0.393619
2015-03-01,Information,2737.000000,140923.000000,-4.000000,,-4.166667,,1.942195
2015-03-01,Financial activities,8081.000000,140923.000000,11.000000,,11.458333,,5.734337
2015-03-01,Professional and business services,19592.000000,140923.000000,29.000000,,30.208333,,13.902628
2015-03-01,Education and health services,21829.000000,140923.000000,42.000000,,43.750000,,15.490019
2015-03-01,Leisure and hospitality,14981.000000,140923.000000,9.000000,,9.375000,,10.630628
2015-03-01,Other services,5607.000000,140923.000000,1.000000,,1.041667,,3.978769
2015-03-01,Government,21970.000000,140923.000000,-8.000000,,-8.333333,,15.590074
2015-03-01,Residual / Other,-0.300000,140923.000000,-0.100000,,-0.104167,,-0.000213
2015-04-01,Mining and logging,844.000000,141196.000000,-16.000000,,-5.860806,,0.597751
2015-04-01,Construction,6392.000000,141196.000000,58.000000,,21.245421,,4.527040
2015-04-01,Manufacturing,12291.000000,141196.000000,5.000000,,1.831502,,8.704921
2015-04-01,Wholesale trade,5778.700000,141196.000000,-4.300000,,-1.575092,,4.092680
2015-04-01,Retail trade,15522.100000,141196.000000,12.500000,,4.578755,,10.993300
2015-04-01,Transportation and warehousing,4805.900000,141196.000000,6.900000,,2.527473,,3.403708
2015-04-01,Utilities,555.000000,141196.000000,0.300000,,0.109890,,0.393071
2015-04-01,Information,2742.000000,141196.000000,5.000000,,1.831502,,1.941981
2015-04-01,Financial activities,8086.000000,141196.000000,5.000000,,1.831502,,5.726791
2015-04-01,Professional and business services,19635.000000,141196.000000,43.000000,,15.750916,,13.906201
2015-04-01,Education and health services,21902.000000,141196.000000,73.000000,,26.739927,,15.511771
2015-04-01,Leisure and hospitality,15023.000000,141196.000000,42.000000,,15.384615,,10.639820
2015-04-01,Other services,5614.000000,141196.000000,7.000000,,2.564103,,3.976033
2015-04-01,Government,22005.000000,141196.000000,35.000000,,12.820513,,15.584719
2015-04-01,Residual / Other,0.300000,141196.000000,0.600000,,0.219780,,0.000212
2015-05-01,Mining and logging,823.000000,141538.000000,-21.000000,,-6.140351,,0.581469
2015-05-01,Construction,6427.000000,141538.000000,35.000000,,10.233918,,4.540830
2015-05-01,Manufacturing,12306.000000,141538.000000,15.000000,,4.385965,,8.694485
2015-05-01,Wholesale trade,5784.900000,141538.000000,6.200000,,1.812865,,4.087171
2015-05-01,Retail trade,15557.300000,141538.000000,35.200000,,10.292398,,10.991606
2015-05-01,Transportation and warehousing,4828.100000,141538.000000,22.200000,,6.491228,,3.411169
2015-05-01,Utilities,556.200000,141538.000000,1.200000,,0.350877,,0.392969
2015-05-01,Information,2747.000000,141538.000000,5.000000,,1.461988,,1.940822
2015-05-01,Financial activities,8097.000000,141538.000000,11.000000,,3.216374,,5.720725
2015-05-01,Professional and business services,19718.000000,141538.000000,83.000000,,24.269006,,13.931241
2015-05-01,Education and health services,21956.000000,141538.000000,54.000000,,15.789474,,15.512442
2015-05-01,Leisure and hospitality,15103.000000,141538.000000,80.000000,,23.391813,,10.670633
2015-05-01,Other services,5622.000000,141538.000000,8.000000,,2.339181,,3.972078
2015-05-01,Government,22012.000000,141538.000000,7.000000,,2.046784,,15.552007
2015-05-01,Residual / Other,0.500000,141538.000000,0.200000,,0.058480,,0.000353
2015-06-01,Mining and logging,817.000000,141709.000000,-6.000000,,-3.508772,,0.576534
2015-06-01,Construction,6441.000000,141709.000000,14.000000,,8.187135,,4.545230
2015-06-01,Manufacturing,12307.000000,141709.000000,1.000000,,0.584795,,8.684699
2015-06-01,Wholesale trade,5785.700000,141709.000000,0.800000,,0.467836,,4.082803
2015-06-01,Retail trade,15567.800000,141709.000000,10.500000,,6.140351,,10.985752
2015-06-01,Transportation and warehousing,4855.200000,141709.000000,27.100000,,15.847953,,3.426176
2015-06-01,Utilities,555.400000,141709.000000,-0.800000,,-0.467836,,0.391930
2015-06-01,Information,2748.000000,141709.000000,1.000000,,0.584795,,1.939185
2015-06-01,Financial activities,8115.000000,141709.000000,18.000000,,10.526316,,5.726524
2015-06-01,Professional and business services,19768.000000,141709.000000,50.000000,,29.239766,,13.949714
2015-06-01,Education and health services,22011.000000,141709.000000,55.000000,,32.163743,,15.532535
2015-06-01,Leisure and hospitality,15108.000000,141709.000000,5.000000,,2.923977,,10.661285
2015-06-01,Other services,5615.000000,141709.000000,-7.000000,,-4.093567,,3.962345
2015-06-01,Government,22015.000000,141709.000000,3.000000,,1.754386,,15.535358
2015-06-01,Residual / Other,-0.100000,141709.000000,-0.600000,,-0.350877,,-0.000071
2015-07-01,Mining and logging,807.000000,141991.000000,-10.000000,,-3.546099,,0.568346
2015-07-01,Construction,6472.000000,141991.000000,31.000000,,10.992908,,4.558035
2015-07-01,Manufacturing,12323.000000,141991.000000,16.000000,,5.673759,,8.678719
2015-07-01,Wholesale trade,5784.100000,141991.000000,-1.600000,,-0.567376,,4.073568
2015-07-01,Retail trade,15582.800000,141991.000000,15.000000,,5.319149,,10.974498
2015-07-01,Transportation and warehousing,4878.600000,141991.000000,23.400000,,8.297872,,3.435852
2015-07-01,Utilities,556.300000,141991.000000,0.900000,,0.319149,,0.391785
2015-07-01,Information,2752.000000,141991.000000,4.000000,,1.418440,,1.938151
2015-07-01,Financial activities,8134.000000,141991.000000,19.000000,,6.737589,,5.728532
2015-07-01,Professional and business services,19803.000000,141991.000000,35.000000,,12.411348,,13.946659
2015-07-01,Education and health services,22052.000000,141991.000000,41.000000,,14.539007,,15.530562
2015-07-01,Leisure and hospitality,15168.000000,141991.000000,60.000000,,21.276596,,10.682367
2015-07-01,Other services,5628.000000,141991.000000,13.000000,,4.609929,,3.963631
2015-07-01,Government,22050.000000,141991.000000,35.000000,,12.411348,,15.529153
2015-07-01,Residual / Other,0.200000,141991.000000,0.300000,,0.106383,,0.000141
2015-08-01,Mining and logging,794.000000,142125.000000,-13.000000,,-9.701493,,0.558663
2015-08-01,Construction,6490.000000,142125.000000,18.000000,,13.432836,,4.566403
2015-08-01,Manufacturing,12318.000000,142125.000000,-5.000000,,-3.731343,,8.667018
2015-08-01,Wholesale trade,5785.200000,142125.000000,1.100000,,0.820896,,4.070501
2015-08-01,Retail trade,15589.200000,142125.000000,6.400000,,4.776119,,10.968654
2015-08-01,Transportation and warehousing,4889.400000,142125.000000,10.800000,,8.059701,,3.440211
2015-08-01,Utilities,558.300000,142125.000000,2.000000,,1.492537,,0.392823
2015-08-01,Information,2751.000000,142125.000000,-1.000000,,-0.746269,,1.935620
2015-08-01,Financial activities,8145.000000,142125.000000,11.000000,,8.208955,,5.730871
2015-08-01,Professional and business services,19835.000000,142125.000000,32.000000,,23.880597,,13.956025
2015-08-01,Education and health services,22088.000000,142125.000000,36.000000,,26.865672,,15.541249
2015-08-01,Leisure and hospitality,15201.000000,142125.000000,33.000000,,24.626866,,10.695515
2015-08-01,Other services,5621.000000,142125.000000,-7.000000,,-5.223881,,3.954969
2015-08-01,Government,22060.000000,142125.000000,10.000000,,7.462687,,15.521548
2015-08-01,Residual / Other,-0.100000,142125.000000,-0.300000,,-0.223881,,-0.000070
2015-09-01,Mining and logging,780.000000,142275.000000,-14.000000,,-9.333333,,0.548234
2015-09-01,Construction,6508.000000,142275.000000,18.000000,,12.000000,,4.574240
2015-09-01,Manufacturing,12326.000000,142275.000000,8.000000,,5.333333,,8.663504
2015-09-01,Wholesale trade,5775.200000,142275.000000,-10.000000,,-6.666667,,4.059181
2015-09-01,Retail trade,15579.800000,142275.000000,-9.400000,,-6.266667,,10.950483
2015-09-01,Transportation and warehousing,4898.400000,142275.000000,9.000000,,6.000000,,3.442910
2015-09-01,Utilities,556.900000,142275.000000,-1.400000,,-0.933333,,0.391425
2015-09-01,Information,2764.000000,142275.000000,13.000000,,8.666667,,1.942717
2015-09-01,Financial activities,8152.000000,142275.000000,7.000000,,4.666667,,5.729749
2015-09-01,Professional and business services,19855.000000,142275.000000,20.000000,,13.333333,,13.955368
2015-09-01,Education and health services,22140.000000,142275.000000,52.000000,,34.666667,,15.561413
2015-09-01,Leisure and hospitality,15279.000000,142275.000000,78.000000,,52.000000,,10.739062
2015-09-01,Other services,5621.000000,142275.000000,0.000000,,0.000000,,3.950800
2015-09-01,Government,22040.000000,142275.000000,-20.000000,,-13.333333,,15.491126
2015-09-01,Residual / Other,-0.300000,142275.000000,-0.200000,,-0.133333,,-0.000211
2015-10-01,Mining and logging,770.000000,142579.000000,-10.000000,,-3.289474,,0.540051
2015-10-01,Construction,6547.000000,142579.000000,39.000000,,12.828947,,4.591840
2015-10-01,Manufacturing,12334.000000,142579.000000,8.000000,,2.631579,,8.650643
2015-10-01,Wholesale trade,5776.300000,142579.000000,1.100000,,0.361842,,4.051298
2015-10-01,Retail trade,15619.300000,142579.000000,39.500000,,12.993421,,10.954839
2015-10-01,Transportation and warehousing,4898.800000,142579.000000,0.400000,,0.131579,,3.435850
2015-10-01,Utilities,556.100000,142579.000000,-0.800000,,-0.263158,,0.390029
2015-10-01,Information,2766.000000,142579.000000,2.000000,,0.657895,,1.939977
2015-10-01,Financial activities,8167.000000,142579.000000,15.000000,,4.934211,,5.728053
2015-10-01,Professional and business services,19930.000000,142579.000000,75.000000,,24.671053,,13.978216
2015-10-01,Education and health services,22212.000000,142579.000000,72.000000,,23.684211,,15.578732
2015-10-01,Leisure and hospitality,15316.000000,142579.000000,37.000000,,12.171053,,10.742115
2015-10-01,Other services,5630.000000,142579.000000,9.000000,,2.960526,,3.948688
2015-10-01,Government,22056.000000,142579.000000,16.000000,,5.263158,,15.469319
2015-10-01,Residual / Other,0.500000,142579.000000,0.800000,,0.263158,,0.000351
2015-11-01,Mining and logging,755.000000,142808.000000,-15.000000,,-6.550218,,0.528682
2015-11-01,Construction,6598.000000,142808.000000,51.000000,,22.270742,,4.620189
2015-11-01,Manufacturing,12329.000000,142808.000000,-5.000000,,-2.183406,,8.633270
2015-11-01,Wholesale trade,5778.600000,142808.000000,2.300000,,1.004367,,4.046412
2015-11-01,Retail trade,15625.500000,142808.000000,6.200000,,2.707424,,10.941614
2015-11-01,Transportation and warehousing,4914.700000,142808.000000,15.900000,,6.943231,,3.441474
2015-11-01,Utilities,556.600000,142808.000000,0.500000,,0.218341,,0.389754
2015-11-01,Information,2751.000000,142808.000000,-15.000000,,-6.550218,,1.926363
2015-11-01,Financial activities,8182.000000,142808.000000,15.000000,,6.550218,,5.729371
2015-11-01,Professional and business services,19965.000000,142808.000000,35.000000,,15.283843,,13.980309
2015-11-01,Education and health services,22260.000000,142808.000000,48.000000,,20.960699,,15.587362
2015-11-01,Leisure and hospitality,15374.000000,142808.000000,58.000000,,25.327511,,10.765503
2015-11-01,Other services,5638.000000,142808.000000,8.000000,,3.493450,,3.947958
2015-11-01,Government,22081.000000,142808.000000,25.000000,,10.917031,,15.462019
2015-11-01,Residual / Other,-0.400000,142808.000000,-0.900000,,-0.393013,,-0.000280
2015-12-01,Mining and logging,746.000000,143077.000000,-9.000000,,-3.345725,,0.521398
2015-12-01,Construction,6630.000000,143077.000000,32.000000,,11.895911,,4.633868
2015-12-01,Manufacturing,12333.000000,143077.000000,4.000000,,1.486989,,8.619834
2015-12-01,Wholesale trade,5775.900000,143077.000000,-2.700000,,-1.003717,,4.036917
2015-12-01,Retail trade,15630.800000,143077.000000,5.300000,,1.970260,,10.924747
2015-12-01,Transportation and warehousing,4946.000000,143077.000000,31.300000,,11.635688,,3.456880
2015-12-01,Utilities,556.000000,143077.000000,-0.600000,,-0.223048,,0.388602
2015-12-01,Information,2761.000000,143077.000000,10.000000,,3.717472,,1.929730
2015-12-01,Financial activities,8189.000000,143077.000000,7.000000,,2.602230,,5.723492
2015-12-01,Professional and business services,20035.000000,143077.000000,70.000000,,26.022305,,14.002949
2015-12-01,Education and health services,22318.000000,143077.000000,58.000000,,21.561338,,15.598594
2015-12-01,Leisure and hospitality,15406.000000,143077.000000,32.000000,,11.895911,,10.767629
2015-12-01,Other services,5653.000000,143077.000000,15.000000,,5.576208,,3.951019
2015-12-01,Government,22097.000000,143077.000000,16.000000,,5.947955,,15.444131
2015-12-01,Residual / Other,0.300000,143077.000000,0.700000,,0.260223,,0.000210
2016-01-01,Mining and logging,732.000000,143210.000000,-14.000000,-156.000000,-10.526316,-5.904618,0.511137
2016-01-01,Construction,6631.000000,143210.000000,1.000000,311.000000,0.751880,11.771385,4.630263
2016-01-01,Manufacturing,12354.000000,143210.000000,21.000000,89.000000,15.789474,3.368660,8.626493
2016-01-01,Wholesale trade,5779.700000,143210.000000,3.800000,8.800000,2.857143,0.333081,4.035822
2016-01-01,Retail trade,15664.800000,143210.000000,34.000000,202.800000,25.563910,7.676003,10.938342
2016-01-01,Transportation and warehousing,4914.500000,143210.000000,-31.500000,144.700000,-23.684211,5.476911,3.431674
2016-01-01,Utilities,555.900000,143210.000000,-0.100000,1.400000,-0.075188,0.052990,0.388171
2016-01-01,Information,2762.000000,143210.000000,1.000000,22.000000,0.751880,0.832702,1.928636
2016-01-01,Financial activities,8207.000000,143210.000000,18.000000,148.000000,13.533835,5.601817,5.730745
2016-01-01,Professional and business services,20046.000000,143210.000000,11.000000,527.000000,8.270677,19.947010,13.997626
2016-01-01,Education and health services,22348.000000,143210.000000,30.000000,602.000000,22.556391,22.785768,15.605056
2016-01-01,Leisure and hospitality,15454.000000,143210.000000,48.000000,539.000000,36.090226,20.401211,10.791146
2016-01-01,Other services,5647.000000,143210.000000,-6.000000,48.000000,-4.511278,1.816805,3.943160
2016-01-01,Government,22114.000000,143210.000000,17.000000,154.000000,12.781955,5.828917,15.441659
2016-01-01,Residual / Other,0.100000,143210.000000,-0.200000,0.300000,-0.150376,0.011355,0.000070
2016-02-01,Mining and logging,710.000000,143406.000000,-22.000000,-165.000000,-11.224490,-6.397829,0.495098
2016-02-01,Construction,6640.000000,143406.000000,9.000000,279.000000,4.591837,10.818147,4.630211
2016-02-01,Manufacturing,12337.000000,143406.000000,-17.000000,62.000000,-8.673469,2.404033,8.602848
2016-02-01,Wholesale trade,5775.400000,143406.000000,-4.300000,-4.800000,-2.193878,-0.186119,4.027307
2016-02-01,Retail trade,15715.100000,143406.000000,50.300000,236.400000,25.663265,9.166344,10.958468
2016-02-01,Transportation and warehousing,4930.300000,143406.000000,15.800000,144.300000,8.061224,5.595192,3.438001
2016-02-01,Utilities,557.100000,143406.000000,1.200000,2.800000,0.612245,0.108569,0.388477
2016-02-01,Information,2775.000000,143406.000000,13.000000,34.000000,6.632653,1.318340,1.935065
2016-02-01,Financial activities,8209.000000,143406.000000,2.000000,139.000000,1.020408,5.389686,5.724307
2016-02-01,Professional and business services,20058.000000,143406.000000,12.000000,495.000000,6.122449,19.193486,13.986862
2016-02-01,Education and health services,22401.000000,143406.000000,53.000000,614.000000,27.040816,23.807677,15.620685
2016-02-01,Leisure and hospitality,15494.000000,143406.000000,40.000000,522.000000,20.408163,20.240403,10.804290
2016-02-01,Other services,5666.000000,143406.000000,19.000000,60.000000,9.693878,2.326483,3.951020
2016-02-01,Government,22138.000000,143406.000000,24.000000,160.000000,12.244898,6.203955,15.437290
2016-02-01,Residual / Other,0.100000,143406.000000,-0.000000,0.300000,-0.000000,0.011632,0.000070
2016-03-01,Mining and logging,691.000000,143662.000000,-19.000000,-169.000000,-7.421875,-6.170135,0.480990
2016-03-01,Construction,6678.000000,143662.000000,38.000000,344.000000,14.843750,12.559328,4.648411
2016-03-01,Manufacturing,12313.000000,143662.000000,-24.000000,27.000000,-9.375000,0.985761,8.570812
2016-03-01,Wholesale trade,5779.900000,143662.000000,4.500000,-3.100000,1.757812,-0.113180,4.023263
2016-03-01,Retail trade,15769.300000,143662.000000,54.200000,259.700000,21.171875,9.481563,10.976667
2016-03-01,Transportation and warehousing,4948.900000,143662.000000,18.600000,149.900000,7.265625,5.472800,3.444822
2016-03-01,Utilities,555.400000,143662.000000,-1.700000,0.700000,-0.664063,0.025557,0.386602
2016-03-01,Information,2785.000000,143662.000000,10.000000,48.000000,3.906250,1.752464,1.938578
2016-03-01,Financial activities,8226.000000,143662.000000,17.000000,145.000000,6.640625,5.293903,5.725940
2016-03-01,Professional and business services,20082.000000,143662.000000,24.000000,490.000000,9.375000,17.889741,13.978644
2016-03-01,Education and health services,22447.000000,143662.000000,46.000000,618.000000,17.968750,22.562979,15.624869
2016-03-01,Leisure and hospitality,15535.000000,143662.000000,41.000000,554.000000,16.015625,20.226360,10.813576
2016-03-01,Other services,5673.000000,143662.000000,7.000000,66.000000,2.734375,2.409639,3.948852
2016-03-01,Government,22178.000000,143662.000000,40.000000,208.000000,15.625000,7.594012,15.437624
2016-03-01,Residual / Other,0.500000,143662.000000,0.400000,0.800000,0.156250,0.029208,0.000348
2016-04-01,Mining and logging,678.000000,143854.000000,-13.000000,-166.000000,-6.770833,-6.245297,0.471311
2016-04-01,Construction,6702.000000,143854.000000,24.000000,310.000000,12.500000,11.662904,4.658890
2016-04-01,Manufacturing,12325.000000,143854.000000,12.000000,34.000000,6.250000,1.279157,8.567714
2016-04-01,Wholesale trade,5784.300000,143854.000000,4.400000,5.600000,2.291667,0.210685,4.020952
2016-04-01,Retail trade,15767.200000,143854.000000,-2.100000,245.100000,-1.093750,9.221219,10.960557
2016-04-01,Transportation and warehousing,4964.800000,143854.000000,15.900000,158.900000,8.281250,5.978179,3.451277
2016-04-01,Utilities,555.600000,143854.000000,0.200000,0.600000,0.104167,0.022573,0.386225
2016-04-01,Information,2789.000000,143854.000000,4.000000,47.000000,2.083333,1.768247,1.938771
2016-04-01,Financial activities,8248.000000,143854.000000,22.000000,162.000000,11.458333,6.094808,5.733591
2016-04-01,Professional and business services,20113.000000,143854.000000,31.000000,478.000000,16.145833,17.983446,13.981537
2016-04-01,Education and health services,22503.000000,143854.000000,56.000000,601.000000,29.166667,22.610986,15.642944
2016-04-01,Leisure and hospitality,15562.000000,143854.000000,27.000000,539.000000,14.062500,20.278405,10.817913
2016-04-01,Other services,5678.000000,143854.000000,5.000000,64.000000,2.604167,2.407825,3.947057
2016-04-01,Government,22184.000000,143854.000000,6.000000,179.000000,3.125000,6.734387,15.421191
2016-04-01,Residual / Other,0.100000,143854.000000,-0.400000,-0.200000,-0.208333,-0.007524,0.000070
2016-05-01,Mining and logging,667.000000,143900.000000,-11.000000,-156.000000,-23.913043,-6.604572,0.463516
2016-05-01,Construction,6689.000000,143900.000000,-13.000000,262.000000,-28.260870,11.092295,4.648367
2016-05-01,Manufacturing,12303.000000,143900.000000,-22.000000,-3.000000,-47.826087,-0.127011,8.549687
2016-05-01,Wholesale trade,5781.900000,143900.000000,-2.400000,-3.000000,-5.217391,-0.127011,4.017999
2016-05-01,Retail trade,15772.900000,143900.000000,5.700000,215.600000,12.391304,9.127858,10.961015
2016-05-01,Transportation and warehousing,4979.900000,143900.000000,15.100000,151.800000,32.826087,6.426757,3.460667
2016-05-01,Utilities,554.400000,143900.000000,-1.200000,-1.800000,-2.608696,-0.076207,0.385268
2016-05-01,Information,2751.000000,143900.000000,-38.000000,4.000000,-82.608696,0.169348,1.911744
2016-05-01,Financial activities,8265.000000,143900.000000,17.000000,168.000000,36.956522,7.112616,5.743572
2016-05-01,Professional and business services,20120.000000,143900.000000,7.000000,402.000000,15.217391,17.019475,13.981932
2016-05-01,Education and health services,22564.000000,143900.000000,61.000000,608.000000,132.608696,25.740898,15.680334
2016-05-01,Leisure and hospitality,15583.000000,143900.000000,21.000000,480.000000,45.652174,20.321761,10.829048
2016-05-01,Other services,5670.000000,143900.000000,-8.000000,48.000000,-17.391304,2.032176,3.940236
2016-05-01,Government,22199.000000,143900.000000,15.000000,187.000000,32.608696,7.917019,15.426685
2016-05-01,Residual / Other,-0.100000,143900.000000,-0.200000,-0.600000,-0.434783,-0.025402,-0.000069
2016-06-01,Mining and logging,657.000000,144147.000000,-10.000000,-160.000000,-4.048583,-6.562756,0.455785
2016-06-01,Construction,6701.000000,144147.000000,12.000000,260.000000,4.858300,10.664479,4.648727
2016-06-01,Manufacturing,12321.000000,144147.000000,18.000000,14.000000,7.287449,0.574241,8.547524
2016-06-01,Wholesale trade,5777.100000,144147.000000,-4.800000,-8.600000,-1.943320,-0.352748,4.007784
2016-06-01,Retail trade,15790.000000,144147.000000,17.100000,222.200000,6.923077,9.114028,10.954095
2016-06-01,Transportation and warehousing,4984.100000,144147.000000,4.200000,128.900000,1.700405,5.287121,3.457651
2016-06-01,Utilities,556.000000,144147.000000,1.600000,0.600000,0.647773,0.024610,0.385717
2016-06-01,Information,2801.000000,144147.000000,50.000000,53.000000,20.242915,2.173913,1.943155
2016-06-01,Financial activities,8282.000000,144147.000000,17.000000,167.000000,6.882591,6.849877,5.745524
2016-06-01,Professional and business services,20162.000000,144147.000000,42.000000,394.000000,17.004049,16.160788,13.987110
2016-06-01,Education and health services,22615.000000,144147.000000,51.000000,604.000000,20.647773,24.774405,15.688845
2016-06-01,Leisure and hospitality,15639.000000,144147.000000,56.000000,531.000000,22.672065,21.780148,10.849341
2016-06-01,Other services,5682.000000,144147.000000,12.000000,67.000000,4.858300,2.748154,3.941809
2016-06-01,Government,22180.000000,144147.000000,-19.000000,165.000000,-7.692308,6.767842,15.387070
2016-06-01,Residual / Other,-0.200000,144147.000000,-0.100000,-0.100000,-0.040486,-0.004102,-0.000139
2016-07-01,Mining and logging,652.000000,144520.000000,-5.000000,-155.000000,-1.340483,-6.128905,0.451149
2016-07-01,Construction,6735.000000,144520.000000,34.000000,263.000000,9.115282,10.399367,4.660255
2016-07-01,Manufacturing,12342.000000,144520.000000,21.000000,19.000000,5.630027,0.751285,8.539994
2016-07-01,Wholesale trade,5781.500000,144520.000000,4.400000,-2.600000,1.179625,-0.102807,4.000484
2016-07-01,Retail trade,15805.200000,144520.000000,15.200000,222.400000,4.075067,8.793990,10.936341
2016-07-01,Transportation and warehousing,5009.200000,144520.000000,25.100000,130.600000,6.729223,5.164096,3.466095
2016-07-01,Utilities,556.700000,144520.000000,0.700000,0.400000,0.187668,0.015817,0.385206
2016-07-01,Information,2799.000000,144520.000000,-2.000000,47.000000,-0.536193,1.858442,1.936756
2016-07-01,Financial activities,8304.000000,144520.000000,22.000000,170.000000,5.898123,6.722025,5.745918
2016-07-01,Professional and business services,20208.000000,144520.000000,46.000000,405.000000,12.332440,16.014235,13.982840
2016-07-01,Education and health services,22669.000000,144520.000000,54.000000,617.000000,14.477212,24.396995,15.685718
2016-07-01,Leisure and hospitality,15679.000000,144520.000000,40.000000,511.000000,10.723861,20.205615,10.849017
2016-07-01,Other services,5690.000000,144520.000000,8.000000,62.000000,2.144772,2.451562,3.937171
2016-07-01,Government,22289.000000,144520.000000,109.000000,239.000000,29.222520,9.450376,15.422779
2016-07-01,Residual / Other,0.400000,144520.000000,0.600000,0.200000,0.160858,0.007908,0.000277
2016-08-01,Mining and logging,647.000000,144661.000000,-5.000000,-147.000000,-3.546099,-5.796530,0.447253
2016-08-01,Construction,6736.000000,144661.000000,1.000000,246.000000,0.709220,9.700315,4.656404
2016-08-01,Manufacturing,12319.000000,144661.000000,-23.000000,1.000000,-16.312057,0.039432,8.515771
2016-08-01,Wholesale trade,5784.100000,144661.000000,2.600000,-1.100000,1.843972,-0.043375,3.998382
2016-08-01,Retail trade,15822.300000,144661.000000,17.100000,233.100000,12.127660,9.191640,10.937502
2016-08-01,Transportation and warehousing,5035.800000,144661.000000,26.600000,146.400000,18.865248,5.772871,3.481104
2016-08-01,Utilities,556.700000,144661.000000,0.000000,-1.600000,0.000000,-0.063091,0.384831
2016-08-01,Information,2803.000000,144661.000000,4.000000,52.000000,2.836879,2.050473,1.937634
2016-08-01,Financial activities,8319.000000,144661.000000,15.000000,174.000000,10.638298,6.861199,5.750686
2016-08-01,Professional and business services,20212.000000,144661.000000,4.000000,377.000000,2.836879,14.865931,13.971976
2016-08-01,Education and health services,22715.000000,144661.000000,46.000000,627.000000,32.624113,24.723975,15.702228
2016-08-01,Leisure and hospitality,15725.000000,144661.000000,46.000000,524.000000,32.624113,20.662461,10.870241
2016-08-01,Other services,5702.000000,144661.000000,12.000000,81.000000,8.510638,3.194006,3.941629
2016-08-01,Government,22284.000000,144661.000000,-5.000000,224.000000,-3.546099,8.832808,15.404290
2016-08-01,Residual / Other,0.100000,144661.000000,-0.300000,0.200000,-0.212766,0.007886,0.000069
2016-09-01,Mining and logging,645.000000,144967.000000,-2.000000,-135.000000,-0.653595,-5.014859,0.444929
2016-09-01,Construction,6768.000000,144967.000000,32.000000,260.000000,10.457516,9.658247,4.668649
2016-09-01,Manufacturing,12317.000000,144967.000000,-2.000000,-9.000000,-0.653595,-0.334324,8.496416
2016-09-01,Wholesale trade,5794.500000,144967.000000,10.400000,19.300000,3.398693,0.716939,3.997117
2016-09-01,Retail trade,15829.400000,144967.000000,7.100000,249.600000,2.320261,9.271917,10.919313
