date,sector,employment_thousands,total_nonfarm_thousands,mom_change_thousands,yoy_change_thousands,mom_contribution_pct,yoy_contribution_pct,share_pct
2020-02-01,Information,2910.000000,152293.000000,9.000000,67.000000,3.435115,3.009883,1.910790
2020-02-01,Financial activities,8872.000000,152293.000000,39.000000,187.000000,14.885496,8.400719,5.825612
2020-02-01,Professional and business services,21483.000000,152293.000000,7.000000,253.000000,2.671756,11.365678,14.106361
2020-02-01,Education and health services,24573.000000,152293.000000,63.000000,650.000000,24.045802,29.200359,16.135344
2020-02-01,Leisure and hospitality,16889.000000,152293.000000,66.000000,395.000000,25.190840,17.744834,11.089807
2020-02-01,Other services,5934.000000,152293.000000,1.000000,78.000000,0.381679,3.504043,3.896436
2020-02-01,Government,22857.000000,152293.000000,76.000000,332.000000,29.007634,14.914645,15.008569
2020-02-01,Residual / Other,0.500000,152293.000000,0.700000,0.600000,0.267176,0.026954,0.000328
2020-03-01,Mining and logging,678.000000,150895.000000,-6.000000,-64.000000,0.429185,-10.666667,0.449319
2020-03-01,Construction,7541.000000,150895.000000,-69.000000,116.000000,4.935622,19.333333,4.997515
2020-03-01,Manufacturing,12684.000000,150895.000000,-59.000000,-104.000000,4.220315,-17.333333,8.405845
2020-03-01,Wholesale trade,5876.100000,150895.000000,-17.300000,-6.200000,1.237482,-1.033333,3.894165
2020-03-01,Retail trade,15432.900000,150895.000000,-86.300000,-141.200000,6.173104,-23.533333,10.227575
2020-03-01,Transportation and warehousing,5802.600000,150895.000000,25.100000,217.900000,-1.795422,36.316667,3.845455
2020-03-01,Utilities,547.400000,150895.000000,0.000000,-3.200000,-0.000000,-0.533333,0.362769
2020-03-01,Information,2902.000000,150895.000000,-8.000000,53.000000,0.572246,8.833333,1.923192
2020-03-01,Financial activities,8855.000000,150895.000000,-17.000000,150.000000,1.216023,25.000000,5.868319
2020-03-01,Professional and business services,21388.000000,150895.000000,-95.000000,130.000000,6.795422,21.666667,14.174095
2020-03-01,Education and health services,24356.000000,150895.000000,-217.000000,368.000000,15.522175,61.333333,16.141025
2020-03-01,Leisure and hospitality,16158.000000,150895.000000,-731.000000,-346.000000,52.288984,-57.666667,10.708108
2020-03-01,Other services,5847.000000,150895.000000,-87.000000,-28.000000,6.223176,-4.666667,3.874880
2020-03-01,Government,22827.000000,150895.000000,-30.000000,258.000000,2.145923,43.000000,15.127738
2020-04-01,Mining and logging,619.000000,130426.000000,-59.000000,-120.000000,0.288241,0.595091,0.474599
2020-04-01,Construction,6522.000000,130426.000000,-1019.000000,-946.000000,4.978260,4.691297,5.000537
2020-04-01,Manufacturing,11382.000000,130426.000000,-1302.000000,-1403.000000,6.360838,6.957600,8.726788
2020-04-01,Wholesale trade,5485.600000,130426.000000,-390.500000,-403.600000,1.907763,2.001488,4.205910
2020-04-01,Retail trade,13246.900000,130426.000000,-2186.000000,-2324.700000,10.679564,11.528391,10.156641
2020-04-01,Transportation and warehousing,5288.700000,130426.000000,-513.900000,-328.500000,2.510626,1.629060,4.054943
2020-04-01,Utilities,542.600000,130426.000000,-4.800000,-5.400000,0.023450,0.026779,0.416021
2020-04-01,Information,2643.000000,130426.000000,-259.000000,-203.000000,1.265328,1.006695,2.026436
2020-04-01,Financial activities,8592.000000,130426.000000,-263.000000,-129.000000,1.284870,0.639722,6.587644
2020-04-01,Professional and business services,19223.000000,130426.000000,-2165.000000,-2092.000000,10.576970,10.374411,14.738626
2020-04-01,Education and health services,21742.000000,130426.000000,-2614.000000,-2312.000000,12.770531,11.465410,16.669989
2020-04-01,Leisure and hospitality,8719.000000,130426.000000,-7439.000000,-7808.000000,36.342762,38.720555,6.685017
2020-04-01,Other services,4511.000000,130426.000000,-1336.000000,-1380.000000,6.526943,6.843541,3.458666
2020-04-01,Government,21909.000000,130426.000000,-918.000000,-710.000000,4.484831,3.520952,16.798031
2020-04-01,Residual / Other,0.200000,130426.000000,0.200000,0.200000,-0.000977,-0.000992,0.000153
2020-05-01,Mining and logging,595.000000,133040.000000,-24.000000,-143.000000,-0.918133,0.813517,0.447234
2020-05-01,Construction,7004.000000,133040.000000,482.000000,-474.000000,18.439174,2.696553,5.264582
2020-05-01,Manufacturing,11610.000000,133040.000000,228.000000,-1168.000000,8.722265,6.644669,8.726699
2020-05-01,Wholesale trade,5500.200000,133040.000000,14.600000,-389.400000,0.558531,2.215269,4.134245
2020-05-01,Retail trade,13631.400000,133040.000000,384.500000,-1922.800000,14.709258,10.938673,10.246091
2020-05-01,Transportation and warehousing,5301.400000,133040.000000,12.700000,-337.700000,0.485845,1.921151,3.984817
2020-05-01,Utilities,542.100000,133040.000000,-0.500000,-7.000000,-0.019128,0.039823,0.407471
2020-05-01,Information,2609.000000,133040.000000,-34.000000,-249.000000,-1.300689,1.416543,1.961064
2020-05-01,Financial activities,8607.000000,133040.000000,15.000000,-126.000000,0.573833,0.716805,6.469483
2020-05-01,Professional and business services,19410.000000,133040.000000,187.000000,-1946.000000,7.153787,11.070657,14.589597
2020-05-01,Education and health services,22150.000000,133040.000000,408.000000,-1940.000000,15.608263,11.036523,16.649128
2020-05-01,Leisure and hospitality,9947.000000,133040.000000,1228.000000,-6560.000000,46.977812,37.319376,7.476699
2020-05-01,Other services,4740.000000,133040.000000,229.000000,-1146.000000,8.760520,6.519513,3.562838
2020-05-01,Government,21393.000000,133040.000000,-516.000000,-1169.000000,-19.739862,6.650358,16.080126
2020-05-01,Residual / Other,-0.100000,133040.000000,-0.300000,-0.100000,-0.011477,0.000569,-0.000075
2020-06-01,Mining and logging,579.000000,137671.000000,-16.000000,-155.000000,-0.345498,1.177185,0.420568
2020-06-01,Construction,7159.000000,137671.000000,155.000000,-343.000000,3.347009,2.604997,5.200078
2020-06-01,Manufacturing,11950.000000,137671.000000,340.000000,-837.000000,7.341827,6.356801,8.680114
2020-06-01,Wholesale trade,5541.200000,137671.000000,41.000000,-344.600000,0.885338,2.617149,4.024958
2020-06-01,Retail trade,14452.300000,137671.000000,820.900000,-1080.900000,17.726193,8.209159,10.497708
2020-06-01,Transportation and warehousing,5430.000000,137671.000000,128.600000,-245.200000,2.776938,1.862231,3.944186
2020-06-01,Utilities,539.900000,137671.000000,-2.200000,-11.000000,-0.047506,0.083542,0.392167
2020-06-01,Information,2622.000000,137671.000000,13.000000,-253.000000,0.280717,1.921470,1.904541
2020-06-01,Financial activities,8622.000000,137671.000000,15.000000,-126.000000,0.323904,0.956938,6.262757
2020-06-01,Professional and business services,19768.000000,137671.000000,358.000000,-1634.000000,7.730512,12.409812,14.358870
2020-06-01,Education and health services,22727.000000,137671.000000,577.000000,-1408.000000,12.459512,10.693400,16.508197
2020-06-01,Leisure and hospitality,11777.000000,137671.000000,1830.000000,-4735.000000,39.516303,35.961115,8.554452
2020-06-01,Other services,5092.000000,137671.000000,352.000000,-802.000000,7.600950,6.090985,3.698673
2020-06-01,Government,21412.000000,137671.000000,19.000000,-1192.000000,0.410279,9.052935,15.553021
2020-06-01,Residual / Other,-0.400000,137671.000000,-0.300000,-0.300000,-0.006478,0.002278,-0.000291
2020-07-01,Mining and logging,569.000000,139255.000000,-10.000000,-159.000000,-0.631313,1.361068,0.408603
2020-07-01,Construction,7196.000000,139255.000000,37.000000,-330.000000,2.335859,2.824859,5.167498
2020-07-01,Manufacturing,11973.000000,139255.000000,23.000000,-817.000000,1.452020,6.993665,8.597896
2020-07-01,Wholesale trade,5522.200000,139255.000000,-19.000000,-367.300000,-1.199495,3.144153,3.965531
2020-07-01,Retail trade,14675.800000,139255.000000,223.500000,-857.500000,14.109848,7.340353,10.538796
2020-07-01,Transportation and warehousing,5493.400000,139255.000000,63.400000,-194.400000,4.002525,1.664099,3.944849
2020-07-01,Utilities,539.100000,139255.000000,-0.800000,-11.100000,-0.050505,0.095018,0.387132
2020-07-01,Information,2622.000000,139255.000000,0.000000,-244.000000,0.000000,2.088683,1.882877
2020-07-01,Financial activities,8623.000000,139255.000000,1.000000,-148.000000,0.063131,1.266906,6.192237
2020-07-01,Professional and business services,19953.000000,139255.000000,185.000000,-1468.000000,11.679293,12.566341,14.328390
2020-07-01,Education and health services,22923.000000,139255.000000,196.000000,-1258.000000,12.373737,10.768704,16.461168
2020-07-01,Leisure and hospitality,12415.000000,139255.000000,638.000000,-4107.000000,40.277778,35.156651,8.915299
2020-07-01,Other services,5236.000000,139255.000000,144.000000,-663.000000,9.090909,5.675398,3.760009
2020-07-01,Government,21514.000000,139255.000000,102.000000,-1058.000000,6.439394,9.056668,15.449355
2020-07-01,Residual / Other,0.500000,139255.000000,0.900000,0.300000,0.056818,-0.002568,0.000359
2020-08-01,Mining and logging,561.000000,140821.000000,-8.000000,-158.000000,-0.510856,1.526865,0.398378
2020-08-01,Construction,7226.000000,140821.000000,30.000000,-304.000000,1.915709,2.937766,5.131337
2020-08-01,Manufacturing,11999.000000,140821.000000,26.000000,-790.000000,1.660281,7.634325,8.520746
2020-08-01,Wholesale trade,5539.300000,140821.000000,17.100000,-350.400000,1.091954,3.386162,3.933575
2020-08-01,Retail trade,14942.700000,140821.000000,266.900000,-574.000000,17.043423,5.546966,10.611130
2020-08-01,Transportation and warehousing,5590.200000,140821.000000,96.800000,-105.600000,6.181354,1.020487,3.969720
2020-08-01,Utilities,541.000000,140821.000000,1.900000,-8.600000,0.121328,0.083108,0.384176
2020-08-01,Information,2640.000000,140821.000000,18.000000,-225.000000,1.149425,2.174333,1.874720
2020-08-01,Financial activities,8649.000000,140821.000000,26.000000,-136.000000,1.660281,1.314264,6.141840
2020-08-01,Professional and business services,20147.000000,140821.000000,194.000000,-1308.000000,12.388250,12.640124,14.306815
2020-08-01,Education and health services,23124.000000,140821.000000,201.000000,-1122.000000,12.835249,10.842675,16.420846
2020-08-01,Leisure and hospitality,12573.000000,140821.000000,158.000000,-4029.000000,10.089400,38.935060,8.928356
2020-08-01,Other services,5289.000000,140821.000000,53.000000,-612.000000,3.384419,5.914186,3.755832
2020-08-01,Government,22000.000000,140821.000000,486.000000,-625.000000,31.034483,6.039814,15.622670
2020-08-01,Residual / Other,-0.200000,140821.000000,-0.700000,-0.400000,-0.044700,0.003865,-0.000142
2020-09-01,Mining and logging,561.000000,141770.000000,0.000000,-156.000000,0.000000,1.625847,0.395711
2020-09-01,Construction,7253.000000,141770.000000,27.000000,-294.000000,2.845100,3.064096,5.116033
2020-09-01,Manufacturing,12057.000000,141770.000000,58.000000,-730.000000,6.111697,7.608129,8.504620
2020-09-01,Wholesale trade,5565.600000,141770.000000,26.300000,-325.200000,2.771338,3.389265,3.925795
2020-09-01,Retail trade,14981.100000,141770.000000,38.400000,-545.400000,4.046365,5.684211,10.567186
2020-09-01,Transportation and warehousing,5656.400000,141770.000000,66.200000,-53.800000,6.975764,0.560709,3.989843
2020-09-01,Utilities,542.700000,141770.000000,1.700000,-5.600000,0.179136,0.058364,0.382803
2020-09-01,Information,2695.000000,141770.000000,55.000000,-176.000000,5.795574,1.834289,1.900966
2020-09-01,Financial activities,8674.000000,141770.000000,25.000000,-111.000000,2.634352,1.156853,6.118361
2020-09-01,Professional and business services,20267.000000,141770.000000,120.000000,-1198.000000,12.644889,12.485670,14.295690
2020-09-01,Education and health services,23189.000000,141770.000000,65.000000,-1099.000000,6.849315,11.453882,16.356775
2020-09-01,Leisure and hospitality,13065.000000,141770.000000,492.000000,-3608.000000,51.844046,37.602918,9.215631
2020-09-01,Other services,5334.000000,141770.000000,45.000000,-569.000000,4.741834,5.930172,3.762432
2020-09-01,Government,21929.000000,141770.000000,-71.000000,-724.000000,-7.481560,7.545597,15.468012
2020-09-01,Residual / Other,0.200000,141770.000000,0.400000,0.000000,0.042150,-0.000000,0.000141
2020-10-01,Mining and logging,556.000000,142460.000000,-5.000000,-161.000000,-0.724638,1.788889,0.390285
2020-10-01,Construction,7301.000000,142460.000000,48.000000,-252.000000,6.956522,2.800000,5.124947
2020-10-01,Manufacturing,12086.000000,142460.000000,29.000000,-647.000000,4.202899,7.188889,8.483785
2020-10-01,Wholesale trade,5577.200000,142460.000000,11.600000,-318.800000,1.681159,3.542222,3.914923
2020-10-01,Retail trade,15090.300000,142460.000000,109.200000,-436.900000,15.826087,4.854444,10.592658
2020-10-01,Transportation and warehousing,5737.800000,142460.000000,81.400000,20.300000,11.797101,-0.225556,4.027657
2020-10-01,Utilities,541.600000,142460.000000,-1.100000,-5.300000,-0.159420,0.058889,0.380177
2020-10-01,Information,2684.000000,142460.000000,-11.000000,-190.000000,-1.594203,2.111111,1.884038
2020-10-01,Financial activities,8691.000000,142460.000000,17.000000,-110.000000,2.463768,1.222222,6.100660
2020-10-01,Professional and business services,20455.000000,142460.000000,188.000000,-1021.000000,27.246377,11.344444,14.358416
2020-10-01,Education and health services,23278.000000,142460.000000,89.000000,-1050.000000,12.898551,11.666667,16.340025
2020-10-01,Leisure and hospitality,13303.000000,142460.000000,238.000000,-3419.000000,34.492754,37.988889,9.338060
2020-10-01,Other services,5354.000000,142460.000000,20.000000,-544.000000,2.898551,6.044444,3.758248
2020-10-01,Government,21805.000000,142460.000000,-124.000000,-865.000000,-17.971014,9.611111,15.306051
2020-10-01,Residual / Other,0.100000,142460.000000,-0.100000,-0.300000,-0.014493,0.003333,0.000070
2020-11-01,Mining and logging,554.000000,142733.000000,-2.000000,-151.000000,-0.732601,1.690172,0.388137
2020-11-01,Construction,7321.000000,142733.000000,20.000000,-220.000000,7.326007,2.462503,5.129157
2020-11-01,Manufacturing,12118.000000,142733.000000,32.000000,-659.000000,11.721612,7.376315,8.489978
2020-11-01,Wholesale trade,5590.300000,142733.000000,13.100000,-302.700000,4.798535,3.388180,3.916614
2020-11-01,Retail trade,15126.800000,142733.000000,36.500000,-382.800000,13.369963,4.284755,10.597970
2020-11-01,Transportation and warehousing,5853.100000,142733.000000,115.300000,117.200000,42.234432,-1.311842,4.100734
2020-11-01,Utilities,541.600000,142733.000000,0.000000,-6.500000,0.000000,0.072756,0.379450
2020-11-01,Information,2696.000000,142733.000000,12.000000,-189.000000,4.395604,2.115514,1.888841
2020-11-01,Financial activities,8706.000000,142733.000000,15.000000,-107.000000,5.494505,1.197672,6.099500
2020-11-01,Professional and business services,20602.000000,142733.000000,147.000000,-885.000000,53.846154,9.905977,14.433943
2020-11-01,Education and health services,23337.000000,142733.000000,59.000000,-1054.000000,21.611722,11.797627,16.350108
2020-11-01,Leisure and hospitality,13260.000000,142733.000000,-43.000000,-3501.000000,-15.750916,39.187374,9.290073
2020-11-01,Other services,5344.000000,142733.000000,-10.000000,-567.000000,-3.663004,6.346541,3.744054
2020-11-01,Government,21683.000000,142733.000000,-122.000000,-1026.000000,-44.688645,11.484218,15.191301
2020-11-01,Residual / Other,0.200000,142733.000000,0.100000,-0.200000,0.036630,0.002239,0.000140
2020-12-01,Mining and logging,557.000000,142548.000000,3.000000,-136.000000,-1.621622,1.470906,0.390746
2020-12-01,Construction,7357.000000,142548.000000,36.000000,-170.000000,-19.459459,1.838633,5.161069
2020-12-01,Manufacturing,12153.000000,142548.000000,35.000000,-607.000000,-18.918919,6.565001,8.525549
2020-12-01,Wholesale trade,5599.100000,142548.000000,8.800000,-299.300000,-4.756757,3.237075,3.927870
2020-12-01,Retail trade,15144.200000,142548.000000,17.400000,-405.900000,-9.405405,4.390006,10.623930
2020-12-01,Transportation and warehousing,5872.900000,142548.000000,19.800000,112.600000,-10.702703,-1.217824,4.119946
2020-12-01,Utilities,541.500000,142548.000000,-0.100000,-7.300000,0.054054,0.078953,0.379872
2020-12-01,Information,2712.000000,142548.000000,16.000000,-179.000000,-8.648649,1.935972,1.902517
2020-12-01,Financial activities,8718.000000,142548.000000,12.000000,-104.000000,-6.486486,1.124811,6.115835
2020-12-01,Professional and business services,20770.000000,142548.000000,168.000000,-697.000000,-90.810811,7.538395,14.570531
2020-12-01,Education and health services,23334.000000,142548.000000,-3.000000,-1094.000000,1.621622,11.832144,16.369223
2020-12-01,Leisure and hospitality,12798.000000,142548.000000,-462.000000,-4007.000000,249.729730,43.337660,8.978028
2020-12-01,Other services,5313.000000,142548.000000,-31.000000,-604.000000,16.756757,6.532555,3.727166
2020-12-01,Government,21678.000000,142548.000000,-5.000000,-1048.000000,2.702703,11.334631,15.207509
2020-12-01,Residual / Other,0.300000,142548.000000,0.100000,-0.100000,-0.054054,0.001082,0.000210
2021-01-01,Mining and logging,549.000000,142863.000000,-8.000000,-130.000000,-2.539683,1.417976,0.384284
2021-01-01,Construction,7362.000000,142863.000000,5.000000,-213.000000,1.587302,2.323298,5.153189
2021-01-01,Manufacturing,12142.000000,142863.000000,-11.000000,-603.000000,-3.492063,6.577225,8.499052
2021-01-01,Wholesale trade,5607.300000,142863.000000,8.200000,-288.900000,2.603175,3.151178,3.924949
2021-01-01,Retail trade,15165.900000,142863.000000,21.700000,-346.600000,6.888889,3.780541,10.615695
2021-01-01,Transportation and warehousing,5885.300000,142863.000000,12.400000,65.800000,3.936508,-0.717714,4.119541
2021-01-01,Utilities,542.500000,142863.000000,1.000000,-4.500000,0.317460,0.049084,0.379734
2021-01-01,Information,2747.000000,142863.000000,35.000000,-154.000000,11.111111,1.679756,1.922821
2021-01-01,Financial activities,8722.000000,142863.000000,4.000000,-111.000000,1.269841,1.210733,6.105150
2021-01-01,Professional and business services,20922.000000,142863.000000,152.000000,-554.000000,48.253968,6.042757,14.644800
2021-01-01,Education and health services,23362.000000,142863.000000,28.000000,-1148.000000,8.888889,12.521815,16.352730
2021-01-01,Leisure and hospitality,12801.000000,142863.000000,3.000000,-4022.000000,0.952381,43.869983,8.960333
2021-01-01,Other services,5314.000000,142863.000000,1.000000,-619.000000,0.317460,6.751745,3.719647
2021-01-01,Government,21741.000000,142863.000000,63.000000,-1040.000000,20.000000,11.343805,15.218076
2021-02-01,Mining and logging,539.000000,143380.000000,-10.000000,-145.000000,-1.934236,1.626837,0.375924
2021-02-01,Construction,7278.000000,143380.000000,-84.000000,-332.000000,-16.247582,3.724896,5.076022
2021-02-01,Manufacturing,12172.000000,143380.000000,30.000000,-571.000000,5.802708,6.406373,8.489329
2021-02-01,Wholesale trade,5618.800000,143380.000000,11.500000,-274.600000,2.224371,3.080893,3.918817
2021-02-01,Retail trade,15188.900000,143380.000000,23.000000,-330.300000,4.448743,3.705823,10.593458
2021-02-01,Transportation and warehousing,5926.800000,143380.000000,41.500000,149.300000,8.027079,-1.675081,4.133631
2021-02-01,Utilities,542.100000,143380.000000,-0.400000,-5.300000,-0.077369,0.059464,0.378086
2021-02-01,Information,2764.000000,143380.000000,17.000000,-146.000000,3.288201,1.638057,1.927744
2021-02-01,Financial activities,8718.000000,143380.000000,-4.000000,-154.000000,-0.773694,1.727813,6.080346
2021-02-01,Professional and business services,20999.000000,143380.000000,77.000000,-484.000000,14.893617,5.430270,14.645697
2021-02-01,Education and health services,23413.000000,143380.000000,51.000000,-1160.000000,9.864603,13.014698,16.329335
2021-02-01,Leisure and hospitality,13142.000000,143380.000000,341.000000,-3747.000000,65.957447,42.039717,9.165853
2021-02-01,Other services,5324.000000,143380.000000,10.000000,-610.000000,1.934236,6.843936,3.713210
2021-02-01,Government,21754.000000,143380.000000,13.000000,-1103.000000,2.514507,12.375182,15.172269
2021-02-01,Residual / Other,0.400000,143380.000000,0.400000,-0.100000,0.077369,0.001122,0.000279
2021-03-01,Mining and logging,553.000000,144232.000000,14.000000,-125.000000,1.643192,1.876032,0.383410
2021-03-01,Construction,7399.000000,144232.000000,121.000000,-142.000000,14.201878,2.131172,5.129930
2021-03-01,Manufacturing,12229.000000,144232.000000,57.000000,-455.000000,6.690141,6.828756,8.478701
2021-03-01,Wholesale trade,5633.700000,144232.000000,14.900000,-242.400000,1.748826,3.638001,3.905999
2021-03-01,Retail trade,15232.800000,144232.000000,43.900000,-200.100000,5.152582,3.003152,10.561318
2021-03-01,Transportation and warehousing,6013.600000,144232.000000,86.800000,211.000000,10.187793,-3.166742,4.169394
2021-03-01,Utilities,543.300000,144232.000000,1.200000,-4.100000,0.140845,0.061534,0.376685
2021-03-01,Information,2770.000000,144232.000000,6.000000,-132.000000,0.704225,1.981090,1.920517
2021-03-01,Financial activities,8736.000000,144232.000000,18.000000,-119.000000,2.112676,1.785982,6.056908
2021-03-01,Professional and business services,21109.000000,144232.000000,110.000000,-279.000000,12.910798,4.187303,14.635448
2021-03-01,Education and health services,23536.000000,144232.000000,123.000000,-820.000000,14.436620,12.306769,16.318154
2021-03-01,Leisure and hospitality,13298.000000,144232.000000,156.000000,-2860.000000,18.309859,42.923608,9.219868
2021-03-01,Other services,5335.000000,144232.000000,11.000000,-512.000000,1.291080,7.684226,3.698902
2021-03-01,Government,21844.000000,144232.000000,90.000000,-983.000000,10.563380,14.753114,15.145044
2021-03-01,Residual / Other,-0.400000,144232.000000,-0.800000,-0.400000,-0.093897,0.006003,-0.000277
2021-04-01,Mining and logging,555.000000,144587.000000,2.000000,-64.000000,0.563380,-0.451945,0.383852
2021-04-01,Construction,7400.000000,144587.000000,1.000000,878.000000,0.281690,6.200127,5.118026
2021-04-01,Manufacturing,12193.000000,144587.000000,-36.000000,811.000000,-10.140845,5.726997,8.432985
2021-04-01,Wholesale trade,5651.400000,144587.000000,17.700000,165.800000,4.985915,1.170821,3.908650
2021-04-01,Retail trade,15189.400000,144587.000000,-43.400000,1942.500000,-12.225352,13.717252,10.505370
2021-04-01,Transportation and warehousing,6001.300000,144587.000000,-12.300000,712.600000,-3.464789,5.032130,4.150650
2021-04-01,Utilities,544.600000,144587.000000,1.300000,2.000000,0.366197,0.014123,0.376659
2021-04-01,Information,2796.000000,144587.000000,26.000000,153.000000,7.323944,1.080432,1.933784
2021-04-01,Financial activities,8750.000000,144587.000000,14.000000,158.000000,3.943662,1.115740,6.051720
2021-04-01,Professional and business services,21103.000000,144587.000000,-6.000000,1880.000000,-1.690141,13.275899,14.595365
2021-04-01,Education and health services,23584.000000,144587.000000,48.000000,1842.000000,13.521127,13.007556,16.311287
2021-04-01,Leisure and hospitality,13568.000000,144587.000000,270.000000,4849.000000,76.056338,34.241932,9.383970
2021-04-01,Other services,5358.000000,144587.000000,23.000000,847.000000,6.478873,5.981216,3.705727
2021-04-01,Government,21893.000000,144587.000000,49.000000,-16.000000,13.802817,-0.112986,15.141749
2021-04-01,Residual / Other,0.300000,144587.000000,0.700000,0.100000,0.197183,0.000706,0.000207
2021-05-01,Mining and logging,557.000000,145065.000000,2.000000,-38.000000,0.418410,-0.316008,0.383966
2021-05-01,Construction,7391.000000,145065.000000,-9.000000,387.000000,-1.882845,3.218295,5.094957
2021-05-01,Manufacturing,12216.000000,145065.000000,23.000000,606.000000,4.811715,5.039501,8.421053
2021-05-01,Wholesale trade,5672.000000,145065.000000,20.600000,171.800000,4.309623,1.428690,3.909971
2021-05-01,Retail trade,15191.500000,145065.000000,2.100000,1560.100000,0.439331,12.973805,10.472202
2021-05-01,Transportation and warehousing,6022.700000,145065.000000,21.400000,721.300000,4.476987,5.998337,4.151725
2021-05-01,Utilities,544.500000,145065.000000,-0.100000,2.400000,-0.020921,0.019958,0.375349
2021-05-01,Information,2816.000000,145065.000000,20.000000,207.000000,4.184100,1.721414,1.941199
2021-05-01,Financial activities,8761.000000,145065.000000,11.000000,154.000000,2.301255,1.280665,6.039362
2021-05-01,Professional and business services,21176.000000,145065.000000,73.000000,1766.000000,15.271967,14.686071,14.597594
2021-05-01,Education and health services,23616.000000,145065.000000,32.000000,1466.000000,6.694561,12.191268,16.279599
2021-05-01,Leisure and hospitality,13802.000000,145065.000000,234.000000,3855.000000,48.953975,32.058212,9.514356
2021-05-01,Other services,5370.000000,145065.000000,12.000000,630.000000,2.510460,5.239085,3.701789
2021-05-01,Government,21929.000000,145065.000000,36.000000,536.000000,7.531381,4.457380,15.116672
2021-05-01,Residual / Other,0.300000,145065.000000,-0.000000,0.400000,-0.000000,0.003326,0.000207
2021-06-01,Mining and logging,559.000000,145820.000000,2.000000,-20.000000,0.264901,-0.245429,0.383349
2021-06-01,Construction,7393.000000,145820.000000,2.000000,234.000000,0.264901,2.871518,5.069949
2021-06-01,Manufacturing,12247.000000,145820.000000,31.000000,297.000000,4.105960,3.644619,8.398711
2021-06-01,Wholesale trade,5699.900000,145820.000000,27.900000,158.700000,3.695364,1.947478,3.908860
2021-06-01,Retail trade,15244.800000,145820.000000,53.300000,792.500000,7.059603,9.725120,10.454533
2021-06-01,Transportation and warehousing,6081.500000,145820.000000,58.800000,651.500000,7.788079,7.994846,4.170553
2021-06-01,Utilities,544.600000,145820.000000,0.100000,4.700000,0.013245,0.057676,0.373474
2021-06-01,Information,2824.000000,145820.000000,8.000000,202.000000,1.059603,2.478832,1.936634
2021-06-01,Financial activities,8773.000000,145820.000000,12.000000,151.000000,1.589404,1.852988,6.016321
2021-06-01,Professional and business services,21257.000000,145820.000000,81.000000,1489.000000,10.728477,18.272181,14.577561
2021-06-01,Education and health services,23642.000000,145820.000000,26.000000,915.000000,3.443709,11.228372,16.213139
2021-06-01,Leisure and hospitality,14085.000000,145820.000000,283.000000,2308.000000,37.483444,28.322494,9.659169
2021-06-01,Other services,5438.000000,145820.000000,68.000000,346.000000,9.006623,4.245920,3.729255
2021-06-01,Government,22031.000000,145820.000000,102.000000,619.000000,13.509934,7.596024,15.108353
2021-06-01,Residual / Other,0.200000,145820.000000,-0.100000,0.600000,-0.013245,0.007363,0.000137
2021-07-01,Mining and logging,561.000000,146762.000000,2.000000,-8.000000,0.212314,-0.106567,0.382252
2021-07-01,Construction,7425.000000,146762.000000,32.000000,229.000000,3.397028,3.050486,5.059212
2021-07-01,Manufacturing,12305.000000,146762.000000,58.000000,332.000000,6.157113,4.422539,8.384323
2021-07-01,Wholesale trade,5723.300000,146762.000000,23.400000,201.100000,2.484076,2.678833,3.899715
2021-07-01,Retail trade,15238.200000,146762.000000,-6.600000,562.400000,-0.700637,7.491674,10.382933
2021-07-01,Transportation and warehousing,6145.200000,146762.000000,63.700000,651.800000,6.762208,8.682563,4.187187
2021-07-01,Utilities,545.400000,146762.000000,0.800000,6.300000,0.084926,0.083922,0.371622
2021-07-01,Information,2881.000000,146762.000000,57.000000,259.000000,6.050955,3.450113,1.963042
2021-07-01,Financial activities,8808.000000,146762.000000,35.000000,185.000000,3.715499,2.464367,6.001554
2021-07-01,Professional and business services,21418.000000,146762.000000,161.000000,1465.000000,17.091295,19.515119,14.593696
2021-07-01,Education and health services,23684.000000,146762.000000,42.000000,761.000000,4.458599,10.137205,16.137692
2021-07-01,Leisure and hospitality,14495.000000,146762.000000,410.000000,2080.000000,43.524416,27.707473,9.876535
2021-07-01,Other services,5494.000000,146762.000000,56.000000,258.000000,5.944798,3.436792,3.743476
2021-07-01,Government,22039.000000,146762.000000,8.000000,525.000000,0.849257,6.993473,15.016830
2021-07-01,Residual / Other,-0.100000,146762.000000,-0.300000,-0.600000,-0.031847,-0.007993,-0.000068
2021-08-01,Mining and logging,565.000000,147314.000000,4.000000,4.000000,0.724638,0.061605,0.383534
2021-08-01,Construction,7432.000000,147314.000000,7.000000,206.000000,1.268116,3.172647,5.045006
2021-08-01,Manufacturing,12353.000000,147314.000000,48.000000,354.000000,8.695652,5.452025,8.385489
2021-08-01,Wholesale trade,5744.000000,147314.000000,20.700000,204.700000,3.750000,3.152626,3.899154
2021-08-01,Retail trade,15216.000000,147314.000000,-22.200000,273.300000,-4.021739,4.209148,10.328957
2021-08-01,Transportation and warehousing,6197.900000,147314.000000,52.700000,607.700000,9.547101,9.359310,4.207272
2021-08-01,Utilities,544.900000,147314.000000,-0.500000,3.900000,-0.090580,0.060065,0.369890
2021-08-01,Information,2903.000000,147314.000000,22.000000,263.000000,3.985507,4.050516,1.970621
2021-08-01,Financial activities,8826.000000,147314.000000,18.000000,177.000000,3.260870,2.726013,5.991284
