date,state,abbr,fips,employment_thousands,mom_change_thousands,yoy_change_thousands,mom_growth_pct,yoy_growth_pct,share_us_pct
2015-01-01,Alabama,AL,01,1958.700000,,,,,1.393418
2015-02-01,Alabama,AL,01,1960.600000,1.900000,,0.097003,,1.392205
2015-03-01,Alabama,AL,01,1958.100000,-2.500000,,-0.127512,,1.389482
2015-04-01,Alabama,AL,01,1962.500000,4.400000,,0.224708,,1.389912
2015-05-01,Alabama,AL,01,1969.100000,6.600000,,0.336306,,1.391216
2015-06-01,Alabama,AL,01,1969.300000,0.200000,,0.010157,,1.389679
2015-07-01,Alabama,AL,01,1970.600000,1.300000,,0.066013,,1.387834
2015-08-01,Alabama,AL,01,1975.100000,4.500000,,0.228357,,1.389692
2015-09-01,Alabama,AL,01,1976.800000,1.700000,,0.086072,,1.389422
2015-10-01,Alabama,AL,01,1980.100000,3.300000,,0.166936,,1.388774
2015-11-01,Alabama,AL,01,1983.600000,3.500000,,0.176759,,1.388998
2015-12-01,Alabama,AL,01,1986.600000,3.000000,,0.151240,,1.388483
2016-01-01,Alabama,AL,01,1988.600000,2.000000,29.900000,0.100675,1.526523,1.388590
2016-02-01,Alabama,AL,01,1988.900000,0.300000,28.300000,0.015086,1.443436,1.386902
2016-03-01,Alabama,AL,01,1990.200000,1.300000,32.100000,0.065363,1.639344,1.385335
2016-04-01,Alabama,AL,01,1995.500000,5.300000,33.000000,0.266305,1.681529,1.387170
2016-05-01,Alabama,AL,01,1994.800000,-0.700000,25.700000,-0.035079,1.305165,1.386240
2016-06-01,Alabama,AL,01,1993.600000,-1.200000,24.300000,-0.060156,1.233941,1.383033
2016-07-01,Alabama,AL,01,1999.700000,6.100000,29.100000,0.305979,1.476708,1.383684
2016-08-01,Alabama,AL,01,1999.800000,0.100000,24.700000,0.005001,1.250570,1.382404
2016-09-01,Alabama,AL,01,2005.600000,5.800000,28.800000,0.290029,1.456900,1.383487
2016-10-01,Alabama,AL,01,2002.300000,-3.300000,22.200000,-0.164539,1.121155,1.380278
2016-11-01,Alabama,AL,01,2000.500000,-1.800000,16.900000,-0.089897,0.851986,1.377916
2016-12-01,Alabama,AL,01,2003.500000,3.000000,16.900000,0.149963,0.850700,1.377847
2017-01-01,Alabama,AL,01,2009.300000,5.800000,20.700000,0.289493,1.040933,1.379748
2017-02-01,Alabama,AL,01,2012.300000,3.000000,23.400000,0.149306,1.176530,1.379743
2017-03-01,Alabama,AL,01,2016.000000,3.700000,25.800000,0.183869,1.296352,1.381106
2017-04-01,Alabama,AL,01,2012.500000,-3.500000,17.000000,-0.173611,0.851917,1.376774
2017-05-01,Alabama,AL,01,2016.300000,3.800000,21.500000,0.188820,1.077802,1.377442
2017-06-01,Alabama,AL,01,2018.600000,2.300000,25.000000,0.114070,1.254013,1.377104
2017-07-01,Alabama,AL,01,2018.800000,0.200000,19.100000,0.009908,0.955143,1.375467
2017-08-01,Alabama,AL,01,2021.100000,2.300000,21.300000,0.113929,1.065107,1.375656
2017-09-01,Alabama,AL,01,2022.800000,1.700000,17.200000,0.084113,0.857599,1.375980
2017-10-01,Alabama,AL,01,2026.800000,4.000000,24.500000,0.197746,1.223593,1.377379
2017-11-01,Alabama,AL,01,2023.900000,-2.900000,23.400000,-0.143083,1.169708,1.373327
2017-12-01,Alabama,AL,01,2025.000000,1.100000,21.500000,0.054351,1.073122,1.372667
2018-01-01,Alabama,AL,01,2028.400000,3.400000,19.100000,0.167901,0.950580,1.373696
2018-02-01,Alabama,AL,01,2031.600000,3.200000,19.300000,0.157760,0.959102,1.372202
2018-03-01,Alabama,AL,01,2035.900000,4.300000,19.900000,0.211656,0.987103,1.373011
2018-04-01,Alabama,AL,01,2039.100000,3.200000,26.600000,0.157179,1.321739,1.373871
2018-05-01,Alabama,AL,01,2040.500000,1.400000,24.200000,0.068658,1.200218,1.371838
2018-06-01,Alabama,AL,01,2048.400000,7.900000,29.800000,0.387160,1.476271,1.375134
2018-07-01,Alabama,AL,01,2048.100000,-0.300000,29.300000,-0.014646,1.451357,1.374379
2018-08-01,Alabama,AL,01,2051.000000,2.900000,29.900000,0.141595,1.479392,1.373956
2018-09-01,Alabama,AL,01,2054.000000,3.000000,31.200000,0.146270,1.542416,1.375219
2018-10-01,Alabama,AL,01,2056.900000,2.900000,30.100000,0.141188,1.485100,1.375604
2018-11-01,Alabama,AL,01,2058.900000,2.000000,35.000000,0.097234,1.729334,1.376114
2018-12-01,Alabama,AL,01,2059.800000,0.900000,34.800000,0.043713,1.718519,1.374951
2019-01-01,Alabama,AL,01,2066.500000,6.700000,38.100000,0.325274,1.878328,1.377116
2019-02-01,Alabama,AL,01,2067.500000,1.000000,35.900000,0.048391,1.767080,1.377718
2019-03-01,Alabama,AL,01,2070.400000,2.900000,34.500000,0.140266,1.694582,1.377557
2019-04-01,Alabama,AL,01,2075.800000,5.400000,36.700000,0.260819,1.799814,1.378436
2019-05-01,Alabama,AL,01,2077.300000,1.500000,36.800000,0.072261,1.803480,1.379184
2019-06-01,Alabama,AL,01,2078.300000,1.000000,29.900000,0.048139,1.459676,1.377836
2019-07-01,Alabama,AL,01,2080.300000,2.000000,32.200000,0.096232,1.572189,1.378257
2019-08-01,Alabama,AL,01,2083.600000,3.300000,32.600000,0.158631,1.589469,1.378325
2019-09-01,Alabama,AL,01,2082.800000,-0.800000,28.800000,-0.038395,1.402142,1.376012
2019-10-01,Alabama,AL,01,2080.200000,-2.600000,23.300000,-0.124832,1.132773,1.373432
2019-11-01,Alabama,AL,01,2083.700000,3.500000,24.800000,0.168253,1.204527,1.373865
2019-12-01,Alabama,AL,01,2084.200000,0.500000,24.400000,0.023996,1.184581,1.373045
2020-01-01,Alabama,AL,01,2088.100000,3.900000,21.600000,0.187122,1.045246,1.373470
2020-02-01,Alabama,AL,01,2087.700000,-0.400000,20.200000,-0.019156,0.977025,1.370844
2020-03-01,Alabama,AL,01,2080.900000,-6.800000,10.500000,-0.325717,0.507148,1.379038
2020-04-01,Alabama,AL,01,1843.400000,-237.500000,-232.400000,-11.413331,-11.195684,1.413369
2020-05-01,Alabama,AL,01,1892.000000,48.600000,-185.300000,2.636433,-8.920233,1.422129
2020-06-01,Alabama,AL,01,1940.800000,48.800000,-137.500000,2.579281,-6.615984,1.409738
2020-07-01,Alabama,AL,01,1961.400000,20.600000,-118.900000,1.061418,-5.715522,1.408495
2020-08-01,Alabama,AL,01,1986.600000,25.200000,-97.000000,1.284797,-4.655404,1.410727
2020-09-01,Alabama,AL,01,1996.100000,9.500000,-86.700000,0.478204,-4.162666,1.407985
2020-10-01,Alabama,AL,01,2012.700000,16.600000,-67.500000,0.831622,-3.244880,1.412818
2020-11-01,Alabama,AL,01,2016.600000,3.900000,-67.100000,0.193770,-3.220233,1.412848
2020-12-01,Alabama,AL,01,2023.500000,6.900000,-60.700000,0.342160,-2.912388,1.419522
2021-01-01,Alabama,AL,01,2024.400000,0.900000,-63.700000,0.044477,-3.050620,1.417022
2021-02-01,Alabama,AL,01,2026.600000,2.200000,-61.100000,0.108674,-2.926666,1.413447
2021-03-01,Alabama,AL,01,2032.000000,5.400000,-48.900000,0.266456,-2.349945,1.408841
2021-04-01,Alabama,AL,01,2031.000000,-1.000000,187.600000,-0.049213,10.176847,1.404691
2021-05-01,Alabama,AL,01,2035.500000,4.500000,143.500000,0.221566,7.584567,1.403164
2021-06-01,Alabama,AL,01,2042.400000,6.900000,101.600000,0.338983,5.234955,1.400631
2021-07-01,Alabama,AL,01,2055.900000,13.500000,94.500000,0.660987,4.817987,1.400839
2021-08-01,Alabama,AL,01,2055.200000,-0.700000,68.600000,-0.034048,3.453136,1.395115
2021-09-01,Alabama,AL,01,2057.200000,2.000000,61.100000,0.097314,3.060969,1.392154
2021-10-01,Alabama,AL,01,2071.200000,14.000000,58.500000,0.680537,2.906543,1.394072
2021-11-01,Alabama,AL,01,2077.000000,5.800000,60.400000,0.280031,2.995140,1.391811
2021-12-01,Alabama,AL,01,2082.800000,5.800000,59.300000,0.279249,2.930566,1.390239
2022-01-01,Alabama,AL,01,2083.500000,0.700000,59.100000,0.033609,2.919384,1.388944
2022-02-01,Alabama,AL,01,2093.300000,9.800000,66.700000,0.470362,3.291227,1.387900
2022-03-01,Alabama,AL,01,2093.400000,0.100000,61.400000,0.004777,3.021654,1.383472
2022-04-01,Alabama,AL,01,2101.100000,7.700000,70.100000,0.367823,3.451502,1.385740
2022-05-01,Alabama,AL,01,2101.900000,0.800000,66.400000,0.038075,3.262098,1.383521
2022-06-01,Alabama,AL,01,2103.200000,1.300000,60.800000,0.061849,2.976890,1.380433
2022-07-01,Alabama,AL,01,2118.400000,15.200000,62.500000,0.722708,3.040031,1.383924
2022-08-01,Alabama,AL,01,2119.300000,0.900000,64.100000,0.042485,3.118918,1.381894
2022-09-01,Alabama,AL,01,2128.000000,8.700000,70.800000,0.410513,3.441571,1.385579
2022-10-01,Alabama,AL,01,2126.100000,-1.900000,54.900000,-0.089286,2.650637,1.381131
2022-11-01,Alabama,AL,01,2128.200000,2.100000,51.200000,0.098772,2.465094,1.379780
2022-12-01,Alabama,AL,01,2133.100000,4.900000,50.300000,0.230242,2.415018,1.382061
2023-01-01,Alabama,AL,01,2145.400000,12.300000,61.900000,0.576626,2.970962,1.386132
2023-02-01,Alabama,AL,01,2147.200000,1.800000,53.900000,0.083900,2.574882,1.384701
2023-03-01,Alabama,AL,01,2150.800000,3.600000,57.400000,0.167660,2.741951,1.386414
2023-04-01,Alabama,AL,01,2153.200000,2.400000,52.100000,0.111586,2.479654,1.385809
2023-05-01,Alabama,AL,01,2154.600000,1.400000,52.700000,0.065020,2.507255,1.384215
2023-06-01,Alabama,AL,01,2163.400000,8.800000,60.200000,0.408428,2.862305,1.387862
2023-07-01,Alabama,AL,01,2163.100000,-0.300000,44.700000,-0.013867,2.110083,1.386220
2023-08-01,Alabama,AL,01,2166.900000,3.800000,47.600000,0.175674,2.246025,1.386718
2023-09-01,Alabama,AL,01,2173.100000,6.200000,45.100000,0.286123,2.119361,1.389299
2023-10-01,Alabama,AL,01,2174.700000,1.600000,48.600000,0.073628,2.285876,1.388910
2023-11-01,Alabama,AL,01,2174.300000,-0.400000,46.100000,-0.018393,2.166150,1.387529
2023-12-01,Alabama,AL,01,2176.900000,2.600000,43.800000,0.119579,2.053350,1.387825
2024-01-01,Alabama,AL,01,2178.800000,1.900000,33.400000,0.087280,1.556819,1.387488
2024-02-01,Alabama,AL,01,2184.200000,5.400000,37.000000,0.247843,1.723174,1.389104
2024-03-01,Alabama,AL,01,2188.600000,4.400000,37.800000,0.201447,1.757486,1.389887
2024-04-01,Alabama,AL,01,2188.200000,-0.400000,35.000000,-0.018277,1.625488,1.389069
2024-05-01,Alabama,AL,01,2190.900000,2.700000,36.300000,0.123389,1.684767,1.390094
2024-06-01,Alabama,AL,01,2192.400000,1.500000,29.000000,0.068465,1.340483,1.390279
2024-07-01,Alabama,AL,01,2190.000000,-2.400000,26.900000,-0.109469,1.243586,1.388290
2024-08-01,Alabama,AL,01,2193.700000,3.700000,26.800000,0.168950,1.236790,1.390556
2024-09-01,Alabama,AL,01,2192.200000,-1.500000,19.100000,-0.068378,0.878929,1.388242
2024-10-01,Alabama,AL,01,2193.000000,0.800000,18.300000,0.036493,0.841495,1.388458
2024-11-01,Alabama,AL,01,2193.300000,0.300000,19.000000,0.013680,0.873844,1.387471
2024-12-01,Alabama,AL,01,2191.800000,-1.500000,14.900000,-0.068390,0.684460,1.384446
2015-01-01,Alaska,AK,02,340.600000,,,,,0.242303
2015-02-01,Alaska,AK,02,340.300000,-0.300000,,-0.088080,,0.241644
2015-03-01,Alaska,AK,02,340.800000,0.500000,,0.146929,,0.241834
2015-04-01,Alaska,AK,02,339.500000,-1.300000,,-0.381455,,0.240446
2015-05-01,Alaska,AK,02,339.900000,0.400000,,0.117820,,0.240148
2015-06-01,Alaska,AK,02,339.100000,-0.800000,,-0.235363,,0.239293
2015-07-01,Alaska,AK,02,339.400000,0.300000,,0.088469,,0.239029
2015-08-01,Alaska,AK,02,338.100000,-1.300000,,-0.383029,,0.237889
2015-09-01,Alaska,AK,02,338.500000,0.400000,,0.118308,,0.237920
2015-10-01,Alaska,AK,02,337.800000,-0.700000,,-0.206795,,0.236921
2015-11-01,Alaska,AK,02,337.200000,-0.600000,,-0.177620,,0.236121
2015-12-01,Alaska,AK,02,337.100000,-0.100000,,-0.029656,,0.235607
2016-01-01,Alaska,AK,02,336.700000,-0.400000,-3.900000,-0.118659,-1.145038,0.235109
2016-02-01,Alaska,AK,02,335.600000,-1.100000,-4.700000,-0.326700,-1.381134,0.234021
2016-03-01,Alaska,AK,02,335.800000,0.200000,-5.000000,0.059595,-1.467136,0.233743
2016-04-01,Alaska,AK,02,336.300000,0.500000,-3.200000,0.148898,-0.942563,0.233779
2016-05-01,Alaska,AK,02,334.700000,-1.600000,-5.200000,-0.475766,-1.529862,0.232592
2016-06-01,Alaska,AK,02,332.300000,-2.400000,-6.800000,-0.717060,-2.005308,0.230529
2016-07-01,Alaska,AK,02,333.200000,0.900000,-6.200000,0.270840,-1.826753,0.230556
2016-08-01,Alaska,AK,02,332.400000,-0.800000,-5.700000,-0.240096,-1.685892,0.229779
2016-09-01,Alaska,AK,02,330.500000,-1.900000,-8.000000,-0.571600,-2.363368,0.227983
2016-10-01,Alaska,AK,02,331.200000,0.700000,-6.600000,0.211800,-1.953819,0.228311
2016-11-01,Alaska,AK,02,331.000000,-0.200000,-6.200000,-0.060386,-1.838671,0.227988
2016-12-01,Alaska,AK,02,331.000000,0.000000,-6.100000,0.000000,-1.809552,0.227635
2017-01-01,Alaska,AK,02,330.000000,-1.000000,-6.700000,-0.302115,-1.989902,0.226605
2017-02-01,Alaska,AK,02,330.400000,0.400000,-5.200000,0.121212,-1.549464,0.226540
2017-03-01,Alaska,AK,02,329.900000,-0.500000,-5.900000,-0.151332,-1.756998,0.226005
2017-04-01,Alaska,AK,02,329.300000,-0.600000,-7.000000,-0.181873,-2.081475,0.225278
2017-05-01,Alaska,AK,02,330.000000,0.700000,-4.700000,0.212572,-1.404243,0.225441
2017-06-01,Alaska,AK,02,330.000000,0.000000,-2.300000,0.000000,-0.692146,0.225128
2017-07-01,Alaska,AK,02,329.300000,-0.700000,-3.900000,-0.212121,-1.170468,0.224362
2017-08-01,Alaska,AK,02,330.000000,0.700000,-2.400000,0.212572,-0.722022,0.224614
2017-09-01,Alaska,AK,02,329.600000,-0.400000,-0.900000,-0.121212,-0.272315,0.224205
2017-10-01,Alaska,AK,02,327.700000,-1.900000,-3.500000,-0.576456,-1.056763,0.222699
2017-11-01,Alaska,AK,02,327.700000,0.000000,-3.300000,0.000000,-0.996979,0.222362
2017-12-01,Alaska,AK,02,327.300000,-0.400000,-3.700000,-0.122063,-1.117825,0.221864
2018-01-01,Alaska,AK,02,326.400000,-0.900000,-3.600000,-0.274977,-1.090909,0.221048
2018-02-01,Alaska,AK,02,327.300000,0.900000,-3.100000,0.275735,-0.938257,0.221068
2018-03-01,Alaska,AK,02,327.700000,0.400000,-2.200000,0.122212,-0.666869,0.221001
2018-04-01,Alaska,AK,02,327.000000,-0.700000,-2.300000,-0.213610,-0.698451,0.220321
2018-05-01,Alaska,AK,02,327.600000,0.600000,-2.400000,0.183486,-0.727273,0.220247
2018-06-01,Alaska,AK,02,328.600000,1.000000,-1.400000,0.305250,-0.424242,0.220596
2018-07-01,Alaska,AK,02,327.500000,-1.100000,-1.800000,-0.334753,-0.546614,0.219769
2018-08-01,Alaska,AK,02,327.700000,0.200000,-2.300000,0.061069,-0.696970,0.219525
2018-09-01,Alaska,AK,02,327.900000,0.200000,-1.700000,0.061031,-0.515777,0.219540
2018-10-01,Alaska,AK,02,328.700000,0.800000,1.000000,0.243977,0.305157,0.219827
2018-11-01,Alaska,AK,02,328.100000,-0.600000,0.400000,-0.182537,0.122063,0.219293
2018-12-01,Alaska,AK,02,327.400000,-0.700000,0.100000,-0.213350,0.030553,0.218545
2019-01-01,Alaska,AK,02,328.100000,0.700000,1.700000,0.213806,0.520833,0.218646
2019-02-01,Alaska,AK,02,328.400000,0.300000,1.100000,0.091436,0.336083,0.218836
2019-03-01,Alaska,AK,02,329.100000,0.700000,1.400000,0.213155,0.427220,0.218969
2019-04-01,Alaska,AK,02,329.000000,-0.100000,2.000000,-0.030386,0.611621,0.218473
2019-05-01,Alaska,AK,02,330.000000,1.000000,2.400000,0.303951,0.732601,0.219097
2019-06-01,Alaska,AK,02,332.200000,2.200000,3.600000,0.666667,1.095557,0.220236
2019-07-01,Alaska,AK,02,331.200000,-1.000000,3.700000,-0.301023,1.129771,0.219429
2019-08-01,Alaska,AK,02,330.900000,-0.300000,3.200000,-0.090580,0.976503,0.218894
2019-09-01,Alaska,AK,02,332.100000,1.200000,4.200000,0.362647,1.280878,0.219403
2019-10-01,Alaska,AK,02,330.700000,-1.400000,2.000000,-0.421560,0.608458,0.218341
2019-11-01,Alaska,AK,02,329.800000,-0.900000,1.700000,-0.272150,0.518135,0.217450
2019-12-01,Alaska,AK,02,328.300000,-1.500000,0.900000,-0.454821,0.274893,0.216280
2020-01-01,Alaska,AK,02,328.600000,0.300000,0.500000,0.091380,0.152393,0.216140
2020-02-01,Alaska,AK,02,329.400000,0.800000,1.000000,0.243457,0.304507,0.216294
2020-03-01,Alaska,AK,02,327.500000,-1.900000,-1.600000,-0.576806,-0.486174,0.217038
2020-04-01,Alaska,AK,02,283.500000,-44.000000,-45.500000,-13.435115,-13.829787,0.217365
2020-05-01,Alaska,AK,02,283.800000,0.300000,-46.200000,0.105820,-14.000000,0.213319
2020-06-01,Alaska,AK,02,286.100000,2.300000,-46.100000,0.810430,-13.877182,0.207814
2020-07-01,Alaska,AK,02,285.800000,-0.300000,-45.400000,-0.104858,-13.707729,0.205235
2020-08-01,Alaska,AK,02,290.700000,4.900000,-40.200000,1.714486,-12.148685,0.206432
2020-09-01,Alaska,AK,02,296.300000,5.600000,-35.800000,1.926385,-10.779886,0.209000
2020-10-01,Alaska,AK,02,305.700000,9.400000,-25.000000,3.172460,-7.559722,0.214587
2020-11-01,Alaska,AK,02,308.700000,3.000000,-21.100000,0.981354,-6.397817,0.216278
2020-12-01,Alaska,AK,02,308.500000,-0.200000,-19.800000,-0.064788,-6.031069,0.216418
2021-01-01,Alaska,AK,02,307.800000,-0.700000,-20.800000,-0.226904,-6.329884,0.215451
2021-02-01,Alaska,AK,02,307.700000,-0.100000,-21.700000,-0.032489,-6.587735,0.214605
2021-03-01,Alaska,AK,02,309.000000,1.300000,-18.500000,0.422489,-5.648855,0.214238
2021-04-01,Alaska,AK,02,309.800000,0.800000,26.300000,0.258900,9.276896,0.214265
2021-05-01,Alaska,AK,02,305.900000,-3.900000,22.100000,-1.258877,7.787174,0.210871
2021-06-01,Alaska,AK,02,306.000000,0.100000,19.900000,0.032690,6.955610,0.209848
2021-07-01,Alaska,AK,02,308.900000,2.900000,23.100000,0.947712,8.082575,0.210477
2021-08-01,Alaska,AK,02,309.600000,0.700000,18.900000,0.226611,6.501548,0.210163
2021-09-01,Alaska,AK,02,311.300000,1.700000,15.000000,0.549096,5.062437,0.210664
2021-10-01,Alaska,AK,02,314.100000,2.800000,8.400000,0.899454,2.747792,0.211413
2021-11-01,Alaska,AK,02,316.700000,2.600000,8.000000,0.827762,2.591513,0.212223
2021-12-01,Alaska,AK,02,317.000000,0.300000,8.500000,0.094727,2.755267,0.211593
2022-01-01,Alaska,AK,02,316.400000,-0.600000,8.600000,-0.189274,2.794022,0.210925
2022-02-01,Alaska,AK,02,317.000000,0.600000,9.300000,0.189633,3.022424,0.210177
2022-03-01,Alaska,AK,02,317.900000,0.900000,8.900000,0.283912,2.880259,0.210092
2022-04-01,Alaska,AK,02,318.300000,0.400000,8.500000,0.125826,2.743706,0.209929
2022-05-01,Alaska,AK,02,318.400000,0.100000,12.500000,0.031417,4.086303,0.209578
2022-06-01,Alaska,AK,02,317.400000,-1.000000,11.400000,-0.314070,3.725490,0.208325
2022-07-01,Alaska,AK,02,319.900000,2.500000,11.000000,0.787650,3.561023,0.208987
2022-08-01,Alaska,AK,02,319.500000,-0.400000,9.900000,-0.125039,3.197674,0.208331
2022-09-01,Alaska,AK,02,319.000000,-0.500000,7.700000,-0.156495,2.473498,0.207707
2022-10-01,Alaska,AK,02,319.600000,0.600000,5.500000,0.188088,1.751035,0.207615
2022-11-01,Alaska,AK,02,322.200000,2.600000,5.500000,0.813517,1.736659,0.208893
2022-12-01,Alaska,AK,02,322.000000,-0.200000,5.000000,-0.062073,1.577287,0.208628
2023-01-01,Alaska,AK,02,324.100000,2.100000,7.700000,0.652174,2.433628,0.209399
2023-02-01,Alaska,AK,02,324.800000,0.700000,7.800000,0.215983,2.460568,0.209459
2023-03-01,Alaska,AK,02,325.200000,0.400000,7.300000,0.123153,2.296320,0.209625
2023-04-01,Alaska,AK,02,326.100000,0.900000,7.800000,0.276753,2.450518,0.209879
2023-05-01,Alaska,AK,02,324.900000,-1.200000,6.500000,-0.367985,2.041457,0.208731
2023-06-01,Alaska,AK,02,329.100000,4.200000,11.700000,1.292705,3.686200,0.211124
2023-07-01,Alaska,AK,02,328.500000,-0.600000,8.600000,-0.182315,2.688340,0.210519
2023-08-01,Alaska,AK,02,329.100000,0.600000,9.600000,0.182648,3.004695,0.210609
2023-09-01,Alaska,AK,02,331.000000,1.900000,12.000000,0.577332,3.761755,0.211614
2023-10-01,Alaska,AK,02,329.300000,-1.700000,9.700000,-0.513595,3.035044,0.210313
2023-11-01,Alaska,AK,02,330.000000,0.700000,7.800000,0.212572,2.420857,0.210589
2023-12-01,Alaska,AK,02,330.300000,0.300000,8.300000,0.090909,2.577640,0.210574
2024-01-01,Alaska,AK,02,330.100000,-0.200000,6.000000,-0.060551,1.851280,0.210212
2024-02-01,Alaska,AK,02,331.600000,1.500000,6.800000,0.454408,2.093596,0.210890
2024-03-01,Alaska,AK,02,333.300000,1.700000,8.100000,0.512666,2.490775,0.211665
2024-04-01,Alaska,AK,02,333.500000,0.200000,7.400000,0.060006,2.269243,0.211706
2024-05-01,Alaska,AK,02,334.300000,0.800000,9.400000,0.239880,2.893198,0.212109
2024-06-01,Alaska,AK,02,333.700000,-0.600000,4.600000,-0.179480,1.397751,0.211611
2024-07-01,Alaska,AK,02,334.900000,1.200000,6.400000,0.359604,1.948250,0.212301
2024-08-01,Alaska,AK,02,334.600000,-0.300000,5.500000,-0.089579,1.671225,0.212098
2024-09-01,Alaska,AK,02,336.700000,2.100000,5.700000,0.627615,1.722054,0.213220
2024-10-01,Alaska,AK,02,335.800000,-0.900000,6.500000,-0.267300,1.973884,0.212606
2024-11-01,Alaska,AK,02,336.200000,0.400000,6.200000,0.119119,1.878788,0.212678
2024-12-01,Alaska,AK,02,336.700000,0.500000,6.400000,0.148721,1.937632,0.212676
2015-01-01,Arizona,AZ,04,2606.300000,,,,,1.854120
2015-02-01,Arizona,AZ,04,2610.900000,4.600000,,0.176495,,1.853977
2015-03-01,Arizona,AZ,04,2613.800000,2.900000,,0.111073,,1.854772
2015-04-01,Arizona,AZ,04,2617.300000,3.500000,,0.133905,,1.853664
2015-05-01,Arizona,AZ,04,2625.000000,7.700000,,0.294196,,1.854626
2015-06-01,Arizona,AZ,04,2627.000000,2.000000,,0.076190,,1.853799
2015-07-01,Arizona,AZ,04,2631.900000,4.900000,,0.186525,,1.853568
2015-08-01,Arizona,AZ,04,2645.300000,13.400000,,0.509138,,1.861249
2015-09-01,Arizona,AZ,04,2647.100000,1.800000,,0.068045,,1.860552
2015-10-01,Arizona,AZ,04,2659.200000,12.100000,,0.457104,,1.865071
2015-11-01,Arizona,AZ,04,2669.600000,10.400000,,0.391095,,1.869363
2015-12-01,Arizona,AZ,04,2670.400000,0.800000,,0.029967,,1.866408
2016-01-01,Arizona,AZ,04,2671.900000,1.500000,65.600000,0.056171,2.516978,1.865722
2016-02-01,Arizona,AZ,04,2682.000000,10.100000,71.100000,0.378008,2.723199,1.870215
2016-03-01,Arizona,AZ,04,2688.100000,6.100000,74.300000,0.227442,2.842605,1.871128
2016-04-01,Arizona,AZ,04,2695.900000,7.800000,78.600000,0.290168,3.003095,1.874053
2016-05-01,Arizona,AZ,04,2701.900000,6.000000,76.900000,0.222560,2.929524,1.877623
2016-06-01,Arizona,AZ,04,2697.400000,-4.500000,70.400000,-0.166549,2.679863,1.871284
2016-07-01,Arizona,AZ,04,2717.300000,19.900000,85.400000,0.737747,3.244804,1.880224
2016-08-01,Arizona,AZ,04,2718.800000,1.500000,73.500000,0.055202,2.778513,1.879428
2016-09-01,Arizona,AZ,04,2729.800000,11.000000,82.700000,0.404590,3.124174,1.883049
2016-10-01,Arizona,AZ,04,2731.400000,1.600000,72.200000,0.058612,2.715102,1.882880
2016-11-01,Arizona,AZ,04,2732.000000,0.600000,62.400000,0.021967,2.337429,1.881763
2016-12-01,Arizona,AZ,04,2738.000000,6.000000,67.600000,0.219619,2.531456,1.882978
2017-01-01,Arizona,AZ,04,2741.400000,3.400000,69.500000,0.124178,2.601145,1.882468
2017-02-01,Arizona,AZ,04,2749.300000,7.900000,67.300000,0.288174,2.509321,1.885071
2017-03-01,Arizona,AZ,04,2757.400000,8.100000,69.300000,0.294620,2.578029,1.889018
2017-04-01,Arizona,AZ,04,2765.900000,8.500000,70.000000,0.308261,2.596535,1.892184
2017-05-01,Arizona,AZ,04,2768.400000,2.500000,66.500000,0.090386,2.461231,1.891242
2017-06-01,Arizona,AZ,04,2778.600000,10.200000,81.200000,0.368444,3.010306,1.895581
2017-07-01,Arizona,AZ,04,2779.100000,0.500000,61.800000,0.017995,2.274316,1.893481
2017-08-01,Arizona,AZ,04,2784.100000,5.000000,65.300000,0.179914,2.401795,1.894990
2017-09-01,Arizona,AZ,04,2795.200000,11.100000,65.400000,0.398693,2.395780,1.901393
2017-10-01,Arizona,AZ,04,2798.300000,3.100000,66.900000,0.110904,2.449293,1.901678
2017-11-01,Arizona,AZ,04,2801.700000,3.400000,69.700000,0.121502,2.551245,1.901107
2017-12-01,Arizona,AZ,04,2809.600000,7.900000,71.600000,0.281972,2.615047,1.904517
2018-01-01,Arizona,AZ,04,2817.200000,7.600000,75.800000,0.270501,2.765011,1.907897
2018-02-01,Arizona,AZ,04,2828.900000,11.700000,79.600000,0.415306,2.895282,1.910722
2018-03-01,Arizona,AZ,04,2839.500000,10.600000,82.100000,0.374704,2.977443,1.914958
2018-04-01,Arizona,AZ,04,2838.800000,-0.700000,72.900000,-0.024652,2.635670,1.912680
2018-05-01,Arizona,AZ,04,2847.400000,8.600000,79.000000,0.302945,2.853634,1.914321
2018-06-01,Arizona,AZ,04,2852.900000,5.500000,74.300000,0.193159,2.674008,1.915212
2018-07-01,Arizona,AZ,04,2859.000000,6.100000,79.900000,0.213818,2.875031,1.918534
2018-08-01,Arizona,AZ,04,2866.000000,7.000000,81.900000,0.244841,2.941705,1.919921
2018-09-01,Arizona,AZ,04,2878.300000,12.300000,83.100000,0.429170,2.972954,1.927115
2018-10-01,Arizona,AZ,04,2881.700000,3.400000,83.400000,0.118125,2.980381,1.927210
2018-11-01,Arizona,AZ,04,2889.800000,8.100000,88.100000,0.281084,3.144519,1.931465
2018-12-01,Arizona,AZ,04,2895.600000,5.800000,86.000000,0.200706,3.060934,1.932861
2019-01-01,Arizona,AZ,04,2907.100000,11.500000,89.900000,0.397154,3.191112,1.937292
2019-02-01,Arizona,AZ,04,2912.700000,5.600000,83.800000,0.192632,2.962282,1.940933
2019-03-01,Arizona,AZ,04,2922.200000,9.500000,82.700000,0.326158,2.912485,1.944310
2019-04-01,Arizona,AZ,04,2925.800000,3.600000,87.000000,0.123195,3.064675,1.942878
